1.05, 3.21, 0
1.10, 3.20, 1
1.15, 3.20, 2
1.20, 3.20, 3
1.25, 3.20, 4
1.31, 3.21, 5
1.36, 3.22, 6
1.41, 3.21, 7
1.46, 3.20, 8
1.51, 3.20, 9
1.56, 3.20, 10
1.61, 3.20, 11
1.66, 3.20, 12
1.71, 3.20, 13
1.77, 3.20, 14
1.82, 3.20, 15
1.87, 3.20, 16
1.92, 3.20, 17
1.97, 3.21, 18
2.02, 3.21, 19
2.07, 3.20, 20
2.12, 3.20, 21
2.17, 3.20, 22
2.23, 3.21, 23
2.28, 3.20, 24
2.33, 3.20, 25
2.38, 3.20, 26
2.43, 3.20, 27
2.48, 3.20, 28
2.53, 3.20, 29
2.58, 3.20, 30
2.63, 3.20, 31
2.68, 3.20, 32
2.74, 3.20, 33
2.79, 3.20, 34
2.84, 3.21, 35
2.89, 3.20, 36
2.94, 3.20, 37
2.99, 3.20, 38
3.04, 3.20, 39
3.09, 3.20, 40
3.14, 3.20, 41
3.20, 3.20, 42
3.25, 3.21, 43
3.30, 3.21, 44
3.35, 3.21, 45
3.40, 3.20, 46
3.45, 3.21, 47
3.50, 3.21, 48
3.55, 3.20, 49
3.60, 3.20, 50
3.66, 3.20, 51
3.71, 3.20, 52
3.76, 3.20, 53
3.81, 3.20, 54
3.86, 3.21, 55
3.91, 3.20, 56
3.96, 3.20, 57
4.01, 3.20, 58
4.06, 3.20, 59
4.12, 3.20, 60
4.17, 3.21, 61
4.22, 3.20, 62
4.27, 3.22, 63
4.32, 3.20, 64
4.37, 3.20, 65
4.42, 3.20, 66
4.47, 3.20, 67
4.52, 3.20, 68
4.58, 3.20, 69
4.63, 3.20, 70
4.68, 3.21, 71
4.73, 3.20, 72
4.78, 3.21, 73
4.83, 3.20, 74
4.88, 3.20, 75
4.93, 3.20, 76
4.98, 3.20, 77
5.04, 3.20, 78
5.09, 3.20, 79
5.14, 3.20, 80
5.19, 3.21, 81
5.24, 3.21, 82
5.29, 3.20, 83
5.34, 3.20, 84
5.39, 3.21, 85
5.44, 3.21, 86
5.50, 3.20, 87
5.55, 3.21, 88
5.60, 3.20, 89
5.65, 3.20, 90
5.70, 3.20, 91
5.75, 3.20, 92
5.80, 3.20, 93
5.85, 3.21, 94
5.90, 3.20, 95
5.95, 3.20, 96
6.01, 3.21, 97
6.06, 3.20, 98
6.11, 3.20, 99
6.16, 3.20, 100
6.21, 3.20, 101
6.26, 3.20, 102
6.31, 3.20, 103
6.36, 3.20, 104
6.42, 3.20, 105
6.47, 3.21, 106
6.52, 3.20, 107
6.57, 3.21, 108
6.62, 3.20, 109
6.67, 3.21, 110
6.72, 3.21, 111
6.77, 3.20, 112
6.82, 3.20, 113
6.88, 3.20, 114
6.93, 3.20, 115
6.98, 3.20, 116
7.03, 3.20, 117
7.08, 3.21, 118
7.13, 3.20, 119
7.18, 3.21, 120
7.23, 3.21, 121
7.28, 3.20, 122
7.34, 3.20, 123
7.39, 3.21, 124
7.44, 3.20, 125
7.49, 3.20, 126
7.54, 3.21, 127
7.59, 3.21, 128
7.64, 3.22, 129
7.69, 3.20, 130
7.74, 3.20, 131
7.80, 3.20, 132
7.85, 3.20, 133
7.90, 3.20, 134
7.95, 3.20, 135
8.00, 3.22, 136
8.05, 3.20, 137
8.10, 3.20, 138
8.15, 3.20, 139
8.21, 3.20, 140
8.26, 3.20, 141
8.31, 3.20, 142
8.36, 3.21, 143
8.41, 3.20, 144
8.46, 3.20, 145
8.51, 3.20, 146
8.56, 3.22, 147
8.61, 3.21, 148
8.67, 3.20, 149
8.72, 3.20, 150
8.77, 3.20, 151
8.82, 3.20, 152
8.87, 3.20, 153
8.92, 3.21, 154
8.97, 3.21, 155
9.02, 3.20, 156
9.07, 3.20, 157
9.13, 3.21, 158
9.18, 3.20, 159
9.23, 3.21, 160
9.28, 3.20, 161
9.33, 3.20, 162
9.38, 3.20, 163
9.43, 3.21, 164
9.48, 3.20, 165
9.53, 3.20, 166
9.59, 3.20, 167
9.64, 3.20, 168
9.69, 3.20, 169
9.74, 3.20, 170
9.79, 3.20, 171
9.84, 3.22, 172
9.89, 3.20, 173
9.94, 3.20, 174
10.00, 3.21, 175
10.05, 3.20, 176
10.10, 3.20, 177
10.15, 3.21, 178
10.20, 3.21, 179
10.25, 3.20, 180
